incident_id,company_id,date,sector,company_size,employees,attack_type,severity,security_maturity_score,records_exposed,downtime_hours,financial_loss_eur
inc-001112,ORG-0920,2022-10-09,Retail,PME,12,phishing,minor,54,5,3.5,3402
inc-001113,ORG-0921,2025-07-19,Tech/SaaS,PME,15,supply_chain,minor,30,29,29.4,8234
inc-001114,ORG-0922,2024-03-20,Industrie,PME,24,ransomware,major,38,145,123.6,376502
inc-001115,ORG-0923,2023-05-25,Public,ETI,841,ransomware,catastrophic,36,1575,68.4,5624037
inc-001116,ORG-0115,2022-07-26,Tech/SaaS,GE,5493,supply_chain,minor,51,57,51.7,26619
inc-001117,ORG-0924,2024-03-05,Finance,GE,7595,ransomware,catastrophic,47,20250,15.0,28862772
inc-001118,ORG-0925,2025-09-18,Retail,PME,0,credential_theft,minor,44,9,5.8,7262
inc-001119,ORG-0926,2025-06-04,Industrie,ETI,1433,credential_theft,minor,56,32,5.4,29660
inc-001120,ORG-0927,2022-01-10,Santé,ETI,419,ddos,minor,45,0,8.3,47313
inc-001121,ORG-0928,2022-09-19,Tech/SaaS,ETI,1891,ransomware,major,61,741,44.7,678887
inc-001122,ORG-0929,2025-12-21,Retail,ETI,1022,phishing,minor,33,44,4.4,41908
inc-001123,ORG-0930,2023-12-11,Retail,PME,12,supply_chain,major,27,1061,29.4,678203
inc-001124,ORG-0931,2022-05-12,Retail,GE,56233,phishing,catastrophic,79,5652,2.9,5392458
inc-001125,ORG-0932,2023-12-24,Tech/SaaS,PME,18,ddos,minor,34,0,6.6,14361
inc-001126,ORG-0933,2022-01-05,Finance,PME,12,credential_theft,minor,48,54,5.3,30284
inc-001127,ORG-0559,2022-02-20,Énergie,PME,176,phishing,minor,47,18,2.5,17645
inc-001128,ORG-0738,2023-12-02,Industrie,PME,29,misconfiguration,minor,55,13,8.5,11977
inc-001129,ORG-0934,2024-01-19,Retail,ETI,673,credential_theft,catastrophic,44,7310,2.3,6381191
inc-001130,ORG-0935,2023-05-07,Public,PME,12,ddos,moderate,32,0,10.9,112487
inc-001131,ORG-0936,2022-01-28,Finance,ETI,279,phishing,minor,62,40,1.0,26052
inc-001132,ORG-0937,2024-11-21,Finance,PME,48,insider_error,minor,62,15,3.2,16544
inc-001133,ORG-0675,2024-05-03,Retail,GE,75152,supply_chain,catastrophic,53,118411,21.2,31606679
inc-001134,ORG-0938,2025-02-04,Finance,ETI,3628,credential_theft,minor,64,70,1.7,29853
inc-001135,ORG-0939,2024-04-29,Retail,PME,194,data_breach,minor,27,113,8.4,40916
inc-001136,ORG-0381,2023-04-15,Retail,ETI,503,phishing,moderate,61,51,0.7,57270
inc-001137,ORG-0940,2025-10-12,Retail,PME,16,phishing,minor,36,3,3.0,7679
inc-001138,ORG-0941,2024-10-30,Finance,GE,9048,insider_error,major,68,625,20.0,302755
inc-001139,ORG-0942,2025-07-12,Public,PME,72,ransomware,minor,29,22,40.8,33457
inc-001140,ORG-0943,2022-05-05,Retail,PME,33,ransomware,minor,44,13,,35395
inc-001141,ORG-0213,2023-11-24,Énergie,GE,16440,ddos,minor,58,0,5.9,36014
inc-001142,ORG-0944,2024-07-17,Tech/SaaS,PME,27,ddos,minor,43,0,14.2,10241
inc-001143,ORG-0945,2022-05-16,Finance,PME,187,misconfiguration,minor,54,45,11.4,30649
inc-001144,ORG-0108,2022-01-14,Tech/SaaS,PME,54,phishing,minor,39,39,2.5,26422
inc-001145,ORG-0946,2025-05-15,Finance,PME,67,credential_theft,moderate,66,84,6.4,50338
inc-001146,ORG-0947,2023-06-16,Tech/SaaS,ETI,1289,ransomware,moderate,32,67,63.3,119251
inc-001147,ORG-0948,2023-07-14,Retail,PME,24,data_breach,severe,24,8608,28.9,1824549
inc-001148,ORG-0535,2024-12-30,Santé,ETI,450,ransomware,catastrophic,67,940,63.1,3648723
inc-001149,ORG-0949,2025-10-14,Énergie,PME,204,misconfiguration,moderate,35,62,4.6,116794
inc-001150,ORG-0950,2024-11-17,Retail,ETI,420,credential_theft,minor,66,17,4.8,23934
inc-001151,ORG-0256,2023-06-22,Finance,ETI,370,credential_theft,moderate,84,562,4.3,246521
inc-001152,ORG-0951,2022-10-07,Retail,PME,18,misconfiguration,minor,38,,5.7,27267
inc-001153,ORG-0952,2025-05-10,Retail,PME,41,supply_chain,minor,43,10,29.5,4486
inc-001154,ORG-0953,2025-03-26,Finance,ETI,546,phishing,minor,47,14,,11505
inc-001155,ORG-0284,2022-01-23,Tech/SaaS,PME,79,credential_theft,major,49,871,3.3,731462
inc-001156,ORG-0854,2023-09-27,Retail,PME,17,phishing,minor,39,14,2.0,29122
inc-001157,ORG-0954,2023-03-26,Retail,PME,16,data_breach,minor,44,53,6.5,10653
inc-001158,ORG-0955,2025-02-10,Finance,PME,36,ddos,moderate,55,0,11.0,54558
inc-001159,ORG-0769,2022-10-27,Santé,PME,18,data_breach,severe,35,8634,5.3,1415866
inc-001160,ORG-0282,2025-03-07,Tech/SaaS,PME,17,credential_theft,minor,38,31,3.3,30472
inc-001161,ORG-0956,2024-03-27,Tech/SaaS,PME,213,data_breach,moderate,26,694,5.4,112438
inc-001162,ORG-0957,2023-07-07,Finance,PME,38,ddos,minor,36,0,2.1,8059
inc-001163,ORG-0958,2024-02-17,Industrie,PME,39,supply_chain,minor,35,13,25.7,6216
inc-001164,ORG-0959,2024-09-03,Retail,PME,109,supply_chain,minor,39,36,44.6,13592
inc-001165,ORG-0960,2024-03-21,Finance,PME,179,phishing,minor,56,12,2.7,13642
inc-001166,ORG-0961,2024-05-31,Industrie,PME,109,phishing,minor,45,3,6.6,6044
inc-001167,ORG-0962,2022-03-25,Finance,PME,26,ransomware,minor,49,3,160.5,4795
inc-001168,ORG-0115,2023-03-17,Tech/SaaS,GE,5493,ddos,minor,51,,7.9,28979
inc-001169,ORG-0963,2025-03-09,Tech/SaaS,PME,45,insider_error,minor,32,22,2.9,19591
inc-001170,ORG-0964,2023-01-20,Industrie,ETI,1315,credential_theft,moderate,55,251,,146963
inc-001171,ORG-0295,2025-03-27,Retail,GE,11986,ransomware,catastrophic,65,2904,36.8,9509771
inc-001172,ORG-0965,2023-03-17,Santé,ETI,629,supply_chain,catastrophic,44,15856,17.0,3460482
inc-001173,ORG-0291,2025-01-03,Retail,PME,229,misconfiguration,minor,39,29,3.6,28020
inc-001174,ORG-0966,2023-08-04,Industrie,GE,67634,phishing,moderate,55,104,7.0,105495
inc-001175,ORG-0967,2025-04-21,Retail,PME,40,ransomware,moderate,39,55,70.5,92087
inc-001176,ORG-0968,2024-02-21,Retail,PME,12,credential_theft,moderate,28,62,4.6,52495
inc-001177,ORG-0969,2022-08-24,Tech/SaaS,ETI,1990,ransomware,minor,47,26,36.9,39070
inc-001178,ORG-0970,2022-11-05,Public,PME,64,insider_error,major,30,1318,6.1,936008
inc-001179,ORG-0971,2025-03-18,Tech/SaaS,PME,12,credential_theft,minor,35,60,8.3,43546
inc-001180,ORG-0972,2023-12-18,Retail,PME,30,supply_chain,minor,34,4,49.8,2585
inc-001181,ORG-0973,2023-04-22,Industrie,PME,121,ransomware,severe,23,1056,,1261539
inc-001182,ORG-0974,2025-02-28,Retail,PME,148,data_breach,minor,32,34,6.4,11204
inc-001183,ORG-0975,2025-09-11,Finance,ETI,826,ransomware,moderate,58,47,89.2,124486
inc-001184,ORG-0976,2022-10-31,Santé,GE,31533,insider_error,moderate,59,193,10.3,132115
inc-001185,ORG-0977,2023-08-21,Santé,GE,47990,insider_error,minor,84,31,7.0,35658
inc-001186,ORG-0403,2022-06-08,Finance,ETI,297,ransomware,moderate,54,12,21.8,65215
inc-001187,ORG-0978,2025-02-05,Santé,ETI,257,data_breach,major,48,1410,4.0,463560
inc-001188,ORG-0979,2022-12-19,Santé,PME,241,phishing,minor,41,11,1.6,46307
inc-001189,ORG-0980,2023-07-18,Santé,PME,159,phishing,minor,51,11,0.8,10349
inc-001190,ORG-0593,2024-02-23,Tech/SaaS,PME,172,misconfiguration,minor,37,16,2.1,16947
inc-001191,ORG-0605,2025-02-01,Finance,GE,10237,phishing,severe,62,954,3.7,1468135
inc-001192,ORG-0981,2023-08-23,Énergie,PME,51,credential_theft,moderate,56,186,5.9,125071
inc-001193,ORG-0982,2023-08-23,Finance,GE,23685,credential_theft,catastrophic,64,31294,10.6,8023484
inc-001194,ORG-0983,2024-12-27,Finance,PME,29,insider_error,minor,65,15,3.3,14926
inc-001195,ORG-0984,2023-04-15,Public,PME,91,phishing,minor,29,4,4.6,6053
inc-001196,ORG-0985,2024-09-26,Santé,PME,156,misconfiguration,major,35,1081,4.3,804396
inc-001197,ORG-0498,2023-01-31,Retail,ETI,2618,misconfiguration,moderate,54,198,1.8,92484
inc-001198,ORG-0776,2023-09-24,Industrie,PME,90,misconfiguration,minor,25,11,5.5,12880
inc-001199,ORG-0986,2023-02-27,Santé,PME,105,credential_theft,minor,30,4,4.7,5770
inc-001200,ORG-0987,2025-05-23,Retail,ETI,1350,data_breach,major,44,2574,10.5,668793
inc-001201,ORG-0988,2023-08-08,Finance,GE,68773,phishing,minor,69,20,2.0,24430
inc-001202,ORG-0989,2024-06-14,Santé,PME,71,credential_theft,minor,41,5,,4857
inc-001203,ORG-0990,2024-02-04,Finance,GE,23486,supply_chain,severe,71,5533,17.0,2071488
inc-001204,ORG-0991,2024-05-10,Industrie,PME,13,phishing,minor,15,18,4.3,32603
inc-001205,ORG-0992,2022-07-31,Tech/SaaS,PME,33,credential_theft,minor,42,137,,49460
inc-001206,ORG-0993,2022-06-03,Retail,PME,71,insider_error,minor,45,13,3.4,17664
inc-001207,ORG-0994,2023-11-15,Santé,PME,30,data_breach,minor,41,97,,39061
inc-001208,ORG-0995,2024-03-24,Finance,ETI,288,insider_error,minor,52,19,9.5,29364
inc-001209,ORG-0996,2022-05-17,Tech/SaaS,ETI,497,phishing,minor,39,19,5.3,25729
inc-001210,ORG-0997,2022-08-04,Ã‰nergie,PME,179,insider_error,minor,46,1,6.7,1134
inc-001211,ORG-0998,2025-06-18,Industrie,PME,59,misconfiguration,minor,54,24,6.8,26095
inc-001212,ORG-0314,2025-04-14,Finance,ETI,1882,data_breach,catastrophic,61,68055,7.3,8652510
inc-001213,ORG-0999,2025-06-08,Finance,PME,125,data_breach,moderate,48,718,8.9,194306
inc-001214,ORG-1000,2023-07-03,Finance,GE,20542,data_breach,minor,86,122,5.3,43773
inc-001215,ORG-1001,2022-06-28,Énergie,PME,28,phishing,minor,56,50,4.9,48085
inc-001216,ORG-1002,2024-08-11,Énergie,PME,22,credential_theft,minor,54,93,6.0,32455
inc-001217,ORG-1003,2022-10-22,Retail,ETI,721,credential_theft,moderate,50,129,20.8,99202
inc-001218,ORG-1004,2023-08-30,Santé,ETI,2589,data_breach,major,49,2228,4.2,519637
inc-001219,ORG-1005,2025-12-05,Tech/SaaS,PME,35,misconfiguration,minor,36,,4.7,31751
inc-001220,ORG-1006,2022-03-17,Santé,ETI,1386,data_breach,moderate,54,839,6.2,164222
inc-001221,ORG-1007,2024-02-29,Retail,ETI,3316,ransomware,severe,48,567,20.1,1543561
inc-001222,ORG-1008,2025-06-11,Santé,PME,132,data_breach,major,49,1561,,413421
inc-001223,ORG-1009,2024-11-23,Industrie,PME,80,insider_error,minor,32,7,2.9,6002
inc-001224,ORG-1010,2023-10-27,Industrie,ETI,340,ransomware,minor,57,25,31.2,34255
inc-001225,ORG-1011,2025-06-16,Finance,ETI,815,data_breach,severe,66,13196,7.9,2785229
inc-001226,ORG-1012,2025-12-12,Retail,PME,111,credential_theft,minor,42,17,20.9,14196
inc-001227,ORG-1013,2024-08-07,Retail,ETI,3867,phishing,moderate,35,48,4.6,72120
inc-001228,ORG-0209,2023-06-06,Tech/SaaS,PME,101,ransomware,minor,46,14,28.9,35664
inc-001229,ORG-1014,2022-02-03,Tech/SaaS,PME,96,ddos,moderate,32,0,6.3,64790
inc-001230,ORG-0362,2024-06-20,Public,PME,30,credential_theft,minor,40,57,11.4,43906
inc-001231,ORG-1015,2022-05-12,Retail,PME,17,phishing,moderate,41,110,2.8,79109
inc-001232,ORG-1016,2025-12-26,Santé,ETI,3802,ransomware,severe,45,897,91.3,2290120
inc-001233,ORG-1017,2023-08-02,Public,PME,118,phishing,moderate,42,71,1.2,58418
inc-001234,ORG-1018,2022-03-18,Tech/SaaS,ETI,794,data_breach,catastrophic,45,18167,10.5,3177712
inc-001235,ORG-1019,2025-01-20,Énergie,PME,196,phishing,minor,48,6,8.1,14425
inc-001236,ORG-1020,2025-10-09,Tech/SaaS,PME,239,phishing,minor,40,6,0.8,9475
inc-001237,ORG-1021,2023-03-27,Santé,PME,10,phishing,minor,34,29,5.7,43965
inc-001238,ORG-1022,2025-02-20,Retail,PME,26,phishing,minor,37,3,1.3,11139
inc-001239,ORG-1023,2022-05-06,Finance,ETI,1639,ransomware,minor,58,3,41.1,12393
inc-001240,ORG-1024,2022-08-06,Tech/SaaS,ETI,0,ddos,moderate,54,0,22.1,125805
inc-001241,ORG-1025,2023-03-03,Finance,GE,8823,phishing,moderate,55,86,4.8,108144
inc-001242,ORG-0856,2022-11-25,Retail,PME,227,ransomware,minor,25,10,60.8,19853
inc-001243,ORG-1026,2023-10-06,Finance,PME,23,phishing,minor,52,9,1.0,11432
inc-001244,ORG-0585,2022-11-14,Tech/SaaS,ETI,348,misconfiguration,minor,47,36,1.9,41712
inc-001245,ORG-1027,2024-09-14,Tech/SaaS,PME,71,phishing,minor,32,9,3.0,11000
inc-001246,ORG-1028,2023-03-20,Énergie,GE,13795,misconfiguration,moderate,73,105,13.6,111179
inc-001247,ORG-1029,2022-04-21,Énergie,GE,51159,misconfiguration,moderate,75,54,4.3,81994
inc-001248,ORG-1030,2023-10-01,Finance,PME,105,phishing,minor,54,14,1.6,8371
inc-001249,ORG-1031,2023-07-28,Finance,ETI,849,phishing,minor,55,26,2.9,37068
inc-001250,ORG-1032,2024-11-01,Retail,PME,22,data_breach,minor,33,28,3.9,9734
inc-001251,ORG-1033,2022-03-04,Retail,PME,88,phishing,minor,41,13,4.3,8091
inc-001252,ORG-1034,2022-02-21,Retail,PME,12,misconfiguration,moderate,48,41,3.4,51943
inc-001253,ORG-0637,2023-04-05,Public,PME,25,data_breach,severe,23,3439,9.4,1037939
inc-001254,ORG-1035,2025-01-03,Retail,ETI,339,data_breach,minor,52,217,7.5,26757
inc-001255,ORG-1036,2022-04-14,Industrie,ETI,1094,phishing,moderate,45,79,1.8,85557
inc-001256,ORG-1037,2025-11-30,Tech/SaaS,PME,78,insider_error,major,36,473,9.1,537533
inc-001257,ORG-1038,2022-09-05,Tech/SaaS,ETI,1118,data_breach,minor,35,231,11.5,39440
inc-001258,ORG-1039,2023-02-19,Santé,PME,24,credential_theft,major,40,955,6.7,403983
inc-001259,ORG-1040,2024-09-14,Retail,PME,15,ransomware,minor,42,6,50.7,17081
inc-001260,ORG-1041,2024-10-08,Tech/SaaS,ETI,939,phishing,minor,45,19,6.2,12583
inc-001261,ORG-1042,2024-12-05,Public,ETI,3902,data_breach,minor,45,93,4.0,24244
inc-001262,ORG-1043,2025-01-05,Énergie,PME,14,misconfiguration,moderate,42,247,4.0,220150
inc-001263,ORG-1044,2023-12-01,Retail,GE,31345,misconfiguration,minor,59,21,7.7,21923
inc-001264,ORG-0234,2023-05-23,Retail,PME,190,ransomware,moderate,44,69,49.7,164759
inc-001265,ORG-1045,2025-12-10,Tech/SaaS,PME,156,insider_error,minor,36,13,6.8,20702
inc-001266,ORG-1046,2023-01-11,Énergie,ETI,264,phishing,minor,78,2,1.5,1809
inc-001267,ORG-0166,2022-10-08,Retail,ETI,582,ddos,minor,60,0,21.1,8658
inc-001268,ORG-1047,2023-06-24,Santé,ETI,1433,ransomware,major,58,509,46.0,797474
inc-001269,ORG-1048,2022-01-20,Énergie,ETI,722,phishing,minor,54,14,,27233
inc-001270,ORG-1049,2024-04-12,Santé,ETI,1235,misconfiguration,moderate,50,44,3.4,64461
inc-001271,ORG-1050,2022-05-14,Retail,PME,39,phishing,minor,48,19,2.3,17480
inc-001272,ORG-1051,2025-02-11,Industrie,GE,13163,ransomware,severe,59,424,74.9,1411648
inc-001273,ORG-1052,2022-09-30,Retail,PME,207,ddos,major,46,0,27.7,644232
inc-001274,ORG-1053,2025-06-02,Énergie,ETI,328,credential_theft,major,47,,8.7,548018
inc-001275,ORG-1054,2022-05-06,Finance,PME,28,credential_theft,minor,69,,1.8,9231
inc-001276,ORG-1055,2024-08-06,Énergie,ETI,1022,data_breach,catastrophic,44,50939,3.8,3562544
inc-001277,ORG-1056,2023-05-12,Public,PME,11,ransomware,minor,47,6,,16429
inc-001278,ORG-1057,2023-08-03,Santé,ETI,258,supply_chain,catastrophic,66,16599,40.6,8994121
inc-001279,ORG-1058,2025-11-11,Retail,PME,28,data_breach,minor,58,21,16.5,5123
inc-001280,ORG-1059,2025-10-19,Finance,PME,47,ddos,minor,60,0,12.4,39419
inc-001281,ORG-1060,2022-07-03,Retail,PME,41,ransomware,major,32,139,39.4,319202
inc-001282,ORG-1061,2022-12-19,Retail,ETI,366,phishing,minor,54,15,2.1,13606
inc-001283,ORG-0124,2025-11-15,Finance,PME,14,supply_chain,major,52,3737,26.8,933465
inc-001284,ORG-1062,2023-10-23,Tech/SaaS,ETI,281,misconfiguration,major,32,382,9.1,416438
inc-001285,ORG-1063,2022-09-23,Finance,ETI,308,data_breach,moderate,64,253,6.5,68733
inc-001286,ORG-1053,2022-04-06,Énergie,ETI,328,ransomware,minor,47,5,41.9,16566
inc-001287,ORG-1064,2025-09-28,Santé,PME,121,data_breach,minor,26,58,16.0,26138
inc-001288,ORG-0083,2025-04-17,Finance,ETI,1160,phishing,moderate,84,70,14.1,91824
inc-001289,ORG-1065,2022-03-28,Industrie,PME,10,ransomware,moderate,65,79,44.8,152208
inc-001290,ORG-1066,2024-09-25,Industrie,PME,32,misconfiguration,minor,44,7,11.5,8350
inc-001291,ORG-0684,2022-03-18,Tech/SaaS,PME,11,phishing,minor,53,31,1.6,32499
inc-001292,ORG-1067,2022-03-18,Finance,ETI,1568,phishing,minor,49,20,3.0,29801
inc-001293,ORG-1068,2024-04-04,Finance,PME,191,supply_chain,minor,55,34,18.1,15238
inc-001294,ORG-0559,2025-04-22,Énergie,PME,176,phishing,minor,47,5,,5207
inc-001295,ORG-1069,2024-04-19,Finance,PME,74,phishing,minor,47,19,8.1,14572
inc-001296,ORG-1070,2025-09-18,Finance,PME,13,phishing,minor,49,6,1.4,5839
inc-001297,ORG-1071,2024-05-23,Santé,PME,149,data_breach,minor,58,37,11.2,8417
inc-001298,ORG-0714,2024-03-15,Industrie,PME,66,misconfiguration,minor,32,5,2.2,7351
inc-001299,ORG-1072,2025-11-16,Énergie,PME,54,insider_error,minor,63,,4.1,3060
inc-001300,ORG-1073,2025-06-16,Tech/SaaS,PME,17,data_breach,major,47,2542,4.7,416897
inc-001301,ORG-0279,2022-09-07,Industrie,ETI,1693,credential_theft,moderate,40,,5.8,126435
inc-001302,ORG-1074,2025-02-05,Tech/SaaS,GE,14023,credential_theft,major,56,1371,1.1,342277
inc-001303,ORG-1075,2025-08-12,Tech/SaaS,ETI,537,insider_error,moderate,54,114,3.3,53687
inc-001304,ORG-1076,2023-09-24,Retail,PME,13,ransomware,major,48,141,138.5,303380
inc-001305,ORG-1077,2022-04-12,Public,PME,185,ddos,minor,32,0,,18635
inc-001306,ORG-1078,2022-01-01,Industrie,ETI,1157,phishing,catastrophic,38,7671,2.3,5547083
inc-001307,ORG-1079,2024-12-28,Retail,ETI,422,ddos,minor,67,0,8.3,15351
inc-001308,ORG-1080,2025-08-15,Industrie,PME,15,data_breach,minor,41,110,7.2,15915
inc-001309,ORG-1081,2022-07-06,Industrie,ETI,3199,credential_theft,moderate,46,297,9.0,136741
inc-001310,ORG-1082,2024-10-01,Tech/SaaS,PME,174,misconfiguration,minor,66,15,6.3,23708
inc-001311,ORG-1083,2022-12-29,Santé,GE,5981,insider_error,moderate,60,,15.0,114691
inc-001312,ORG-1084,2025-03-11,Public,ETI,3081,credential_theft,minor,39,100,9.4,35982
inc-001313,ORG-0200,2024-04-15,Industrie,PME,59,ddos,major,32,0,21.1,397539
inc-001314,ORG-1085,2022-02-15,Retail,ETI,1611,data_breach,severe,50,5851,3.9,1531149
inc-001315,ORG-1086,2025-01-26,Tech/SaaS,ETI,1158,phishing,minor,49,11,5.7,9688
inc-001316,ORG-0893,2025-07-28,Santé,PME,15,ransomware,minor,27,2,89.7,2875
inc-001317,ORG-1087,2025-08-30,Finance,PME,11,ransomware,minor,41,4,105.9,8854
inc-001318,ORG-1088,2023-01-22,Finance,PME,93,insider_error,minor,49,16,6.1,21246
inc-001319,ORG-0382,2022-11-20,Industrie,ETI,3167,ddos,major,46,0,2.8,637038
inc-001320,ORG-1089,2024-02-23,Industrie,ETI,3409,phishing,moderate,54,53,3.3,108273
inc-001321,ORG-1090,2025-03-07,Retail,PME,14,phishing,minor,37,2,4.7,2126
inc-001322,ORG-0660,2025-11-03,Retail,PME,41,misconfiguration,severe,45,1967,6.4,1263001
inc-001323,ORG-1091,2024-09-17,Finance,GE,19125,supply_chain,major,76,2139,56.1,424603
inc-001324,ORG-1092,2022-03-16,Santé,PME,221,credential_theft,severe,50,4362,3.4,1843849
inc-001325,ORG-1093,2023-03-09,Santé,PME,57,phishing,minor,40,5,0.7,3645
inc-001326,ORG-1094,2022-08-12,Finance,ETI,803,misconfiguration,moderate,69,74,3.3,99728
inc-001327,ORG-1095,2025-05-19,Industrie,PME,25,phishing,minor,44,16,3.3,15045
inc-001328,ORG-1096,2025-01-07,Retail,ETI,418,ddos,severe,51,0,9.3,2250550
inc-001329,ORG-1097,2022-10-02,Retail,ETI,361,phishing,moderate,56,41,3.5,59133
inc-001330,ORG-1098,2024-02-01,Tech/SaaS,ETI,1354,data_breach,major,53,2324,,651971
inc-001331,ORG-1099,2023-05-21,Santé,PME,91,data_breach,minor,41,76,2.5,11392
inc-001332,ORG-1100,2022-04-09,Industrie,PME,36,ransomware,minor,33,11,113.4,29998
inc-001333,ORG-1101,2023-10-10,Santé,PME,18,insider_error,minor,39,11,2.6,6605
inc-001334,ORG-1102,2023-09-09,Tech/SaaS,PME,26,phishing,minor,25,14,1.6,16661
inc-001335,ORG-1103,2022-10-10,Santé,PME,19,misconfiguration,minor,57,24,4.0,41267
inc-001336,ORG-0546,2022-11-03,Finance,PME,101,phishing,moderate,53,25,3.2,54415
inc-001337,ORG-1104,2024-10-03,Tech/SaaS,PME,71,ransomware,minor,48,2,79.4,12910
inc-001338,ORG-1062,2024-11-14,Tech/SaaS,ETI,281,misconfiguration,minor,32,13,2.8,18855
inc-001339,ORG-1105,2025-12-07,Tech/SaaS,ETI,2544,ddos,moderate,46,0,9.2,165645
inc-001340,ORG-1106,2022-04-10,Ã‰nergie,PME,21,misconfiguration,minor,54,8,13.0,8226
inc-001341,ORG-0395,2025-06-14,Santé,PME,57,ransomware,moderate,55,69,35.8,218578
inc-001342,ORG-0521,2022-04-24,Énergie,PME,30,credential_theft,minor,44,7,5.5,7238
inc-001343,ORG-1107,2024-04-15,Finance,ETI,2473,ransomware,minor,61,15,23.3,46661
inc-001344,ORG-1108,2022-02-09,Santé,PME,123,misconfiguration,minor,38,4,8.3,5569
inc-001345,ORG-1109,2023-02-21,Retail,ETI,1024,ransomware,severe,52,961,50.7,2412046
inc-001346,ORG-0165,2022-06-26,Énergie,GE,7712,data_breach,catastrophic,81,22210,7.9,6923413
inc-001347,ORG-1110,2023-04-18,Industrie,PME,37,phishing,minor,23,6,3.3,15007
inc-001348,ORG-1111,2022-12-16,Finance,PME,15,ransomware,minor,62,8,32.0,26062
inc-001349,ORG-1112,2022-01-22,Retail,ETI,4778,phishing,moderate,44,91,2.0,109631
inc-001350,ORG-1113,2024-10-09,Finance,PME,249,ddos,minor,49,0,12.2,3420
inc-001351,ORG-0075,2025-10-16,Retail,PME,227,phishing,minor,47,,1.3,2323
inc-001352,ORG-1063,2023-01-26,Finance,ETI,308,ransomware,moderate,64,31,58.7,57278
inc-001353,ORG-1114,2022-11-21,Retail,GE,8397,ransomware,moderate,76,46,41.6,119838
inc-001354,ORG-1115,2025-08-14,Tech/SaaS,PME,228,phishing,minor,36,7,4.0,9848
inc-001355,ORG-0795,2025-01-06,Énergie,PME,127,phishing,moderate,64,139,6.7,111691
inc-001356,ORG-0359,2023-07-11,Retail,PME,49,misconfiguration,minor,38,9,4.6,16902
inc-001357,ORG-1116,2024-09-03,Retail,ETI,2030,data_breach,moderate,44,353,14.4,89742
inc-001358,ORG-1117,2022-11-25,Ã‰nergie,ETI,3554,credential_theft,minor,73,43,7.5,15879
inc-001359,ORG-1118,2023-06-01,Santé,PME,99,ransomware,minor,44,4,28.3,8861
inc-001360,ORG-1119,2024-05-13,Finance,PME,205,phishing,minor,58,19,2.1,12103
inc-001361,ORG-1120,2022-04-03,Santé,GE,79489,ransomware,major,58,212,36.4,613691
inc-001362,ORG-0568,2023-10-16,Tech/SaaS,PME,170,ransomware,catastrophic,41,2607,,5085171
inc-001363,ORG-1121,2024-12-08,Retail,PME,168,misconfiguration,minor,34,4,4.7,6792
inc-001364,ORG-1122,2025-12-29,Public,PME,139,insider_error,minor,44,35,6.9,19533
inc-001365,ORG-1123,2025-10-11,Public,ETI,2821,ransomware,minor,53,11,,33988
inc-001366,ORG-1124,2022-10-14,Santé,PME,75,phishing,minor,54,8,3.0,9628
inc-001367,ORG-1125,2025-01-04,Santé,GE,7012,ransomware,moderate,47,84,75.7,186000
inc-001368,ORG-1126,2022-05-15,Finance,PME,78,misconfiguration,minor,59,9,15.5,3745
inc-001369,ORG-1127,2024-04-29,Industrie,ETI,370,ransomware,minor,52,7,49.1,30277
inc-001370,ORG-1128,2023-08-10,Retail,PME,73,phishing,minor,48,5,8.2,12318
inc-001371,ORG-1129,2024-01-19,Public,GE,11057,data_breach,catastrophic,52,52153,8.0,7330608
inc-001372,ORG-1130,2025-03-08,Santé,ETI,1128,data_breach,catastrophic,51,31317,4.8,3205879
inc-001373,ORG-1131,2024-07-16,Retail,ETI,3141,data_breach,major,34,3861,9.1,621359
inc-001374,ORG-0976,2023-01-15,Santé,GE,31533,phishing,minor,59,10,2.6,9187
inc-001375,ORG-1132,2025-10-05,Tech/SaaS,PME,16,ransomware,moderate,36,25,53.7,139299
inc-001376,ORG-0686,2022-04-10,Santé,ETI,753,data_breach,minor,67,86,2.3,19980
inc-001377,ORG-0862,2022-08-31,Tech/SaaS,ETI,4454,ddos,moderate,63,0,5.7,137374
inc-001378,ORG-1133,2024-11-30,Santé,PME,19,phishing,minor,56,45,4.3,19663
inc-001379,ORG-1134,2025-02-20,Énergie,ETI,3452,insider_error,moderate,52,127,2.5,83834
inc-001380,ORG-1135,2025-12-16,Finance,GE,13893,insider_error,catastrophic,59,13502,5.6,6931303
inc-001381,ORG-0336,2023-02-23,Retail,PME,19,phishing,moderate,32,289,0.6,271704
inc-001382,ORG-1136,2022-02-16,Finance,PME,11,data_breach,minor,55,39,5.9,3868
inc-001383,ORG-0500,2025-05-13,Industrie,PME,157,ddos,moderate,38,0,17.5,76419
inc-001384,ORG-0731,2024-05-21,Tech/SaaS,PME,0,phishing,minor,40,5,5.3,8345
inc-001385,ORG-0910,2024-03-24,Retail,GE,63139,phishing,moderate,50,70,3.9,146772
inc-001386,ORG-0344,2024-12-09,Santé,ETI,573,insider_error,minor,50,33,4.6,15081
inc-001387,ORG-0785,2024-01-25,Finance,PME,32,ransomware,severe,48,622,79.9,1831590
inc-001388,ORG-1137,2022-12-16,Finance,PME,207,credential_theft,major,40,1212,16.9,373486
inc-001389,ORG-1138,2025-08-07,Énergie,PME,79,misconfiguration,minor,57,10,3.7,16509
